"Title","Genre","Type","Airing_Start","Airing_End","Members","Normalized_Members","Log_Members","Popularity","Normalized_Popularity","Log_Popularity","Score","Normalized_Score","Ranked","Anime_Rating","Episode_Category","Genre_Count"
"Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D","['Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']","Movie","Mar 2011","Mar 2011",11904,0.00633,9.38471375892096,4033,0.25019,8.30251371851416,7.78,0.76073,959,7.75,"Short",6
"Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D","['Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']","Movie","Mar 2011","Mar 2011",11904,0.00633,9.38471375892096,4033,0.25019,8.30251371851416,7.78,0.76073,959,7.75,"Short",6
"Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi","['Sci-Fi', 'Comedy', 'Mecha']","Special","Jul 2011","Jul 2011",4440,0.00234,8.3986348552921,6035,0.37441,8.70549681988774,6.88,0.61221,4249,6.69,"Short",3
"Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi","['Sci-Fi', 'Comedy', 'Mecha']","Special","Oct 2002","Mar 2003",22066,0.01176,10.0018385588831,3039,0.18851,8.01961279440027,7.22,0.66832,2871,7.15,"Long",3
"Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV)","['Sci-Fi', 'Comedy', 'Mecha']","TV","May 2007","Apr 2008",10263,0.00545,9.23639790629547,4293,0.26632,8.36497397843873,7.38,0.69472,2194,7.26,"Short",3
"Koukaku Kidoutai: Stand Alone Complex - The Laughing Man","['Action', 'Sci-Fi', 'Mystery', 'Police', 'Psychological', 'Mecha', 'Seinen']","Special","Sep 2005","Sep 2005",31969,0.01706,10.3725532420539,2467,0.15302,7.81116338502528,8.15,0.82178,395,8.1,"Short",7
"Koukaku Kidoutai: Stand Alone Complex - The Laughing Man","['Action', 'Sci-Fi', 'Mystery', 'Police', 'Psychological', 'Mecha', 'Seinen']","Special","Sep 2005","Sep 2005",31969,0.01706,10.3725532420539,2467,0.15302,7.81116338502528,8.15,0.82178,395,8.1,"Short",7
"Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi","['Sci-Fi', 'Comedy', 'Mecha']","Special","Sep 2005","Sep 2005",4917,0.0026,8.50065722277614,5786,0.35896,8.66336930157384,6.9,0.61551,4178,6.78,"Short",3
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG","['Action', 'Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']","TV","Jan 2004","Jan 2005",173629,0.09277,12.0646818773382,626,0.03878,6.44094654063292,8.52,0.88284,88,8.54,"Long",7
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG","['Action', 'Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']","TV","Jan 2004","Jan 2005",173629,0.09277,12.0646818773382,626,0.03878,6.44094654063292,8.52,0.88284,88,8.54,"Long",7
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven","['Action', 'Sci-Fi', 'Mecha']","Special","Jan 2006","Jan 2006",23288,0.01242,10.0557364250738,2960,0.18361,7.99328232810159,8.07,0.80858,483,8.02,"Short",3
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven","['Action', 'Sci-Fi', 'Mecha']","Special","Jan 2006","Jan 2006",23288,0.01242,10.0557364250738,2960,0.18361,7.99328232810159,8.07,0.80858,483,8.02,"Short",3
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi","['Sci-Fi', 'Comedy', 'Mecha']","Special","Jan 2006","Jan 2006",5143,0.00272,8.54558626591746,5692,0.35313,8.64699262895108,7.02,0.63531,3722,6.86,"Short",3
"Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi","['Sci-Fi', 'Comedy', 'Mecha']","Special","Sep 2004","Sep 2006",17462,0.0093,9.76783963593985,3417,0.21196,8.13681086367554,7.27,0.67657,2669,7.2,"Long",3
"Koukaku no Pandora","['Action', 'Comedy', 'Ecchi', 'Sci-Fi']","TV","Jan 2016","Mar 2016",36713,0.01959,10.5109134326906,2294,0.14228,7.73848812249465,6.57,0.56106,5718,6.52,"Short",4
"Koukaku no Pandora: Pandoradio","['Sci-Fi', 'Comedy']","Special","May 2016","Oct 2016",1147,0.00058,7.04577657687951,9251,0.57396,9.13259502335133,5.99,0.46535,8386,5.98,"Short",2
"Koukou Butouden Crows","['Action', 'School', 'Shounen']","OVA","Jan 1994","Jun 1994",2728,0.00143,7.91169052070834,7211,0.44738,8.88350158432321,6.91,0.61716,4138,6.79,"Short",3
"Koukou Tekken-den Tough","['Action', 'Martial Arts', 'Shounen']","OVA","Jan 2002","Apr 2002",3377,0.00177,8.12503909736775,6718,0.41679,8.81269461292015,7.09,0.64686,3425,6.97,"Short",3
"Koukyousei Million Arthur","['Game', 'Music', 'Fantasy']","ONA","Sep 2018","Sep 2018",798,4e-04,6.68336094576627,9971,0.61864,9.20753644464345,5.57,0.39604,9687,5.49,"Short",3
"Koukyoushihen Eureka Seven","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","TV","Apr 2005","Apr 2006",345393,0.18457,12.75244107338,272,0.01682,5.60947179518496,8.13,0.81848,414,8.08,"Long",5
"Koukyoushihen Eureka Seven","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","TV","Apr 2005","Apr 2006",345393,0.18457,12.75244107338,272,0.01682,5.60947179518496,8.13,0.81848,414,8.08,"Long",5
"Koukyoushihen Eureka Seven Hi-Evolution 1","['Adventure', 'Drama', 'Mecha', 'Sci-Fi']","Movie","Sep 2017","Sep 2017",12995,0.00691,9.47239689678899,3885,0.241,8.26513562993738,6.41,0.53465,6503,6.3,"Short",4
"Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone","['Adventure', 'Drama', 'Mecha', 'Sci-Fi']","Movie","Nov 2018","Nov 2018",8304,0.00441,9.0246130220474,4689,0.29089,8.45318786144033,7.32,0.68482,2461,6.73,"Short",4
"Koukyoushihen Eureka Seven: New Order","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","Special","Apr 2012","Apr 2012",8135,0.00432,9.0040539377284,4728,0.29331,8.46146904264388,6.66,0.57591,5293,6.61,"Short",5
"Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai","['Adventure', 'Mecha', 'Romance', 'Sci-Fi']","Movie","Apr 2009","Apr 2009",39831,0.02126,10.592425888322,2196,0.1362,7.69484807238461,7.2,0.66502,2965,7.16,"Short",4
"Koume-chan ga Iku!","['Comedy', 'Romance', 'Slice of Life']","TV","Aug 1999","Oct 1999",749,0.00037,6.62007320653036,10101,0.62671,9.220488703028,5.83,0.43894,8891,5.95,"Short",3
"Kouryuu Densetsu Villgust","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","OVA","Jan 1993","Mar 1993",1557,8e-04,7.35115822643069,8531,0.52929,9.05157907959124,6.12,0.4868,7895,6.04,"Short",5
"Kouryuu Densetsu Villgust","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","OVA","Jan 1993","Mar 1993",1557,8e-04,7.35115822643069,8531,0.52929,9.05157907959124,6.12,0.4868,7895,6.04,"Short",5
"Kousoku Denjin Albegus","['Mecha']","TV","Mar 1983","Feb 1984",1190,0.00061,7.0825485693553,9166,0.56869,9.12336535796178,6.86,0.60891,4341,6.72,"Long",1
"Koutetsu Jeeg","['Action', 'Mecha', 'Demons', 'Sci-Fi', 'Shounen']","TV","Oct 1975","Aug 1976",1940,0.00101,7.57095858316901,8029,0.49814,8.99093980694081,7.22,0.66832,2872,7,"Long",5
"Koutetsu Sangokushi","['Adventure', 'Historical', 'Shounen']","TV","Apr 2007","Sep 2007",7805,0.00414,8.96264794774056,4794,0.29741,8.47532898731754,6.37,0.52805,6708,6.31,"Long",3
"Koutetsu Sangokushi Special","['Historical', 'Shounen']","Special","Mar 2008","Mar 2008",786,0.00039,6.6682282484174,10003,0.62063,9.21074029199751,6.42,0.5363,6455,6.36,"Short",2
"Koutetsu Tenshi Kurumi","['Adventure', 'Comedy', 'Drama', 'Historical', 'Mecha', 'Military', 'Romance', 'Shounen']","TV","Oct 1999","Apr 2000",19456,0.01037,9.87596218147138,3234,0.20061,8.081784206935,6.84,0.60561,4418,6.78,"Medium",8
"Koutetsu Tenshi Kurumi 2","['Comedy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo Ai', 'Shounen']","TV","Apr 2001","Jun 2001",9785,0.0052,9.18870807184907,4380,0.27172,8.3850322878139,6.35,0.52475,6819,6.29,"Short",6
"Koutetsu Tenshi Kurumi Encore","['Comedy', 'Historical', 'Romance', 'Sci-Fi', 'Shounen']","OVA","Jul 2000","Oct 2000",5678,0.003,8.64453043987743,5455,0.33842,8.6044711995233,6.76,0.59241,4797,6.69,"Short",5
"Koutetsu Tenshi Kurumi Zero","['Drama', 'Romance', 'Sci-Fi']","OVA","Apr 2001","Jun 2001",4552,0.0024,8.42354163533478,5973,0.37056,8.69517199877606,6.15,0.49175,7760,6.09,"Short",3
"Koutetsu Tenshi Kurumi Zero","['Drama', 'Romance', 'Sci-Fi']","OVA","Apr 2001","Jun 2001",4552,0.0024,8.42354163533478,5973,0.37056,8.69517199877606,6.15,0.49175,7760,6.09,"Short",3
"Koutetsujou no Kabaneri","['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']","TV","Apr 2016","Jul 2016",480530,0.2568,13.0826470214404,145,0.00894,4.98360662170834,7.29,0.67987,2586,7.25,"Short",5
"Koutetsujou no Kabaneri Movie 1: Tsudou Hikari","['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']","Movie","Dec 2016","Dec 2016",20237,0.01079,9.9153173042897,3200,0.1985,8.07121853996986,7.45,0.70627,1905,7.48,"Short",5
"Koutetsujou no Kabaneri Movie 2: Moeru Inochi","['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']","Movie","Jan 2017","Jan 2017",20789,0.01108,9.94222738085206,3144,0.19502,8.05356916913454,7.41,0.69967,2062,7.47,"Short",5
"Koutetsujou no Kabaneri Movie 3: Unato Kessen","['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","Movie","May 2019","May 2019",46699,0.02493,10.751499443657,2012,0.12478,7.60738142563979,7.84,0.77063,840,7.71,"Short",5
"Koutetsujou no Kabaneri Movie 3: Unato Kessen","['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","Movie","May 2019","May 2019",46699,0.02493,10.751499443657,2012,0.12478,7.60738142563979,7.84,0.77063,840,7.71,"Short",5
"Koutetsujou no Kabaneri: Ran - Hajimaru Michiato","['Action']","Special","Sep 2018","Sep 2018",2207,0.00115,7.69984240739699,7793,0.48349,8.96110948589866,6.79,0.59736,4651,6.86,"Short",1
"Koutetsushin Jeeg","['Mecha', 'Sci-Fi']","TV","Apr 2007","Jul 2007",4898,0.00259,8.49678638163858,5794,0.35946,8.66475075577385,7.02,0.63531,3723,6.89,"Medium",2
"Kouya no Kotobuki Hikoutai","['Action', 'Military', 'Adventure']","TV","Jan 2019","Mar 2019",22409,0.01195,10.017262566795,3025,0.18764,8.0149968943483,6.99,0.63036,3848,6.86,"Short",3
"Kouya no Shounen Isamu","['Action', 'Adventure', 'Shounen']","TV","Apr 1973","Mar 1974",621,3e-04,6.43294009273918,10510,0.65208,9.26017760682335,6.38,0.5297,6652,6.25,"Long",3
"Kowarekake no Orgel","['Drama', 'Music', 'Sci-Fi', 'Slice of Life']","OVA","Dec 2009","Dec 2009",30884,0.01648,10.33802590813,2525,0.15661,7.83439230291044,7.38,0.69472,2195,7.34,"Short",4
"Kowarekake no Orgel (Movie)","['Sci-Fi', 'Music', 'Slice of Life', 'Drama']","Movie","Sep 2010","Sep 2010",13054,0.00695,9.47692648113323,3872,0.2402,8.26178467951475,7.37,0.69307,2249,7.32,"Short",4
"Kowarekake no Orgel Special","['Sci-Fi', 'Slice of Life', 'Drama', 'Seinen']","Special","Sep 2010","Sep 2010",8935,0.00474,9.09784334074904,4542,0.28177,8.4213428657594,6.95,0.62376,3996,6.9,"Short",4
"Koyomimonogatari","['Comedy', 'Mystery', 'Supernatural']","ONA","Jan 2016","Mar 2016",135107,0.07218,11.8138297375911,839,0.052,6.73340189183736,7.74,0.75413,1041,7.67,"Short",3
"Koyomimonogatari","['Comedy', 'Mystery', 'Supernatural']","ONA","Jan 2016","Mar 2016",135107,0.07218,11.8138297375911,839,0.052,6.73340189183736,7.74,0.75413,1041,7.67,"Short",3
"Ku Pao Ying Xiong","['Action', 'Adventure', 'Fantasy', 'Game', 'Magic']","TV","Sep 2017","Feb 2018",2979,0.00156,7.99967857949945,7027,0.43596,8.85765744930699,5.87,0.44554,8752,5.67,"Long",5
"Kubbe no Ongakukai","['Music', 'Fantasy']","ONA","Oct 2014","Mar 2019",199,8e-05,5.29831736654804,13413,0.83222,9.50405421665968,5.54,0.39109,9785,5.6,"Short",2
"Kubikiri Cycle: Aoiro Savant to Zaregototsukai","['Action', 'Mystery', 'Supernatural', 'Drama']","OVA","Oct 2016","Sep 2017",61280,0.03272,11.0232251228192,1648,0.1022,7.4079243225596,7.88,0.77723,748,7.81,"Short",4
"Kubikiri Cycle: Aoiro Savant to Zaregototsukai","['Action', 'Mystery', 'Supernatural', 'Drama']","OVA","Oct 2016","Sep 2017",61280,0.03272,11.0232251228192,1648,0.1022,7.4079243225596,7.88,0.77723,748,7.81,"Short",4
"Kuiba II: Dazhan Yuan Yang Jie","['Action', 'Adventure', 'Kids', 'Fantasy']","Movie","May 2013","May 2013",360,0.00016,5.88887795833288,11726,0.72754,9.36964915446107,6.62,0.56931,5495,6.4,"Short",4
"Kuiba III: Zhanshen Jueqi","['Action', 'Adventure', 'Kids', 'Fantasy']","Movie","Aug 2014","Aug 2014",369,0.00017,5.91350300563827,11675,0.72437,9.365290731974,6.53,0.55446,5934,6.48,"Short",4
"Kuiba: Zhi Shiwanhuoji","['Action', 'Kids', 'Adventure', 'Fantasy']","Movie","Jul 2011","Jul 2011",776,0.00038,6.65544035036765,10030,0.6223,9.21343557688349,6.65,0.57426,5338,6.5,"Short",4
"Kujakuou","['Action', 'Demons', 'Horror']","OVA","Apr 1988","Sep 1991",1684,0.00087,7.42952084278646,8333,0.517,9.0280988119824,6.03,0.47195,8245,5.91,"Short",3
"Kujibiki Unbalance","['Comedy', 'Romance', 'School']","OVA","Dec 2004","Apr 2005",10009,0.00532,9.21133987230927,4343,0.26942,8.37655086161377,6.14,0.4901,7800,6.11,"Short",3
"Kujibiki Unbalance","['Comedy', 'Romance', 'School']","OVA","Dec 2004","Apr 2005",10009,0.00532,9.21133987230927,4343,0.26942,8.37655086161377,6.14,0.4901,7800,6.11,"Short",3
"Kujibiki♥Unbalance","['Comedy', 'Romance', 'School']","TV","Oct 2006","Dec 2006",11255,0.00598,9.32865659879423,4133,0.25639,8.32700074024171,6.32,0.5198,6964,6.26,"Short",3
"Kujira no Chouyaku","['Drama', 'Fantasy', 'Kids']","Movie","Nov 1998","Nov 1998",6213,0.00329,8.73456008995299,5275,0.32725,8.5709235138372,6.7,0.58251,5091,6.65,"Short",3
"Kujira no Kora wa Sajou ni Manabu!","['Mystery', 'Comedy', 'Drama', 'Fantasy', 'School', 'Shoujo']","Special","Jan 2018","Mar 2018",6590,0.00349,8.79346036105272,5149,0.31943,8.54675199365778,6.8,0.59901,4603,6.71,"Short",6
"Kujira no Kora wa Sajou ni Utau","['Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shoujo']","TV","Oct 2017","Dec 2017",123964,0.06623,11.7277545466804,914,0.05665,6.81892406527552,7.29,0.67987,2587,7.19,"Short",5
"Kujiratori","['Adventure']","Movie","Oct 2001","Oct 2001",2531,0.00132,7.83676478326407,7386,0.45824,8.90747697752874,6.52,0.55281,5980,6.27,"Short",1
"Kuma Miko","['Slice of Life', 'Comedy', 'Seinen']","TV","Apr 2016","Jun 2016",60044,0.03206,11.0028495600948,1664,0.10319,7.41758040241454,6.32,0.5198,6965,6.3,"Short",3
"Kuma Miko Specials","['Comedy', 'Seinen']","Special","Jun 2016","Aug 2016",5954,0.00315,8.6919864817894,5365,0.33284,8.58783803098557,6.54,0.55611,5874,6.54,"Short",2
"Kumi to Tulip","['Kids', 'Sci-Fi']","Movie","Mar 2015","Mar 2015",1523,0.00078,7.32909373624659,8599,0.53351,9.0595174822416,6.08,0.4802,8077,6.03,"Short",2
"Kumi to Tulip","['Kids', 'Sci-Fi']","Movie","Mar 2015","Mar 2015",1523,0.00078,7.32909373624659,8599,0.53351,9.0595174822416,6.08,0.4802,8077,6.03,"Short",2
"Kumo no Mukou, Yakusoku no Basho","['Drama', 'Military', 'Romance', 'Sci-Fi']","Movie","Nov 2004","Nov 2004",156370,0.08355,11.9599866679057,710,0.04399,6.56667242980324,7.66,0.74092,1246,7.55,"Short",4
"Kumo no You ni Kaze no You ni","['Adventure', 'Historical', 'Drama', 'Romance']","Movie","Mar 1990","Mar 1990",5367,0.00284,8.58821067865152,5590,0.3468,8.62891344102665,6.89,0.61386,4214,6.8,"Short",4
"Kumo to Tulip","['Adventure']","Movie","Apr 1943","Apr 1943",1535,0.00079,7.33693691370762,8567,0.53152,9.05578961212758,5.75,0.42574,9149,5.71,"Short",1
"Kung Fu Liaoli Niang","['Action', 'Ecchi', 'Martial Arts', 'Fantasy']","ONA","Jul 2011","Jul 2011",139,4e-05,4.9416424226093,14724,0.91356,9.59730200851979,5.78,0.43069,12822,6.06,"Short",4
"Kura Sushi","['Slice of Life']","ONA","Apr 2014","Aug 2016",191,7e-05,5.25749537202778,13559,0.84128,9.51487956149439,5.9,0.4505,8657,5.87,"Short",1
"Kurage no Shokudou","['Slice of Life', 'Drama']","OVA","Mar 2016","Mar 2016",11597,0.00617,9.35858794843639,4076,0.25285,8.31311670281925,6.28,0.5132,7151,6.26,"Short",2
"Kuragehime","['Slice of Life', 'Comedy', 'Josei']","TV","Oct 2010","Dec 2010",156751,0.08375,11.9624202175844,706,0.04375,6.56103066589657,8.18,0.82673,340,8.13,"Short",3
"Kuragehime","['Slice of Life', 'Comedy', 'Josei']","TV","Oct 2010","Dec 2010",156751,0.08375,11.9624202175844,706,0.04375,6.56103066589657,8.18,0.82673,340,8.13,"Short",3
"Kuragehime: Eiyuu Retsuden☆","['Slice of Life', 'Comedy', 'Josei']","Special","Jan 2011","Apr 2011",12385,0.00659,9.42432208149801,3966,0.24603,8.28576542051433,6.62,0.56931,5496,6.58,"Short",3
"Kuragehime: Soreike! Amars Tankentai","['Adventure', 'Comedy', 'Josei']","Special","Aug 2010","Sep 2010",7810,0.00414,8.9632882756103,4795,0.29747,8.4755375161474,5.67,0.41254,9383,5.63,"Short",3
"Kurau Phantom Memory","['Action', 'Sci-Fi', 'Space', 'Super Power', 'Drama']","TV","Jun 2004","Dec 2004",24070,0.01283,10.0887630754064,2911,0.18057,7.97659540931658,7.4,0.69802,2108,7.34,"Medium",5
"Kure-nai","['Comedy', 'Drama', 'Martial Arts']","TV","Apr 2008","Jun 2008",74770,0.03993,11.2221853882525,1425,0.08836,7.26262860097424,7.42,0.70132,2022,7.37,"Short",3
"Kure-nai OVA","['Action', 'Comedy']","OVA","Jul 2010","Dec 2010",11681,0.00621,9.36580447460025,4056,0.25161,8.30819906320645,6.86,0.60891,4342,6.83,"Short",2
"Kurenai no Buta","['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']","Movie","Jul 1992","Jul 1992",124150,0.06632,11.7292538456763,904,0.05603,6.80793494369993,8.03,0.80198,533,7.97,"Short",7
"Kurenai no Buta","['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']","Movie","Jul 1992","Jul 1992",124150,0.06632,11.7292538456763,904,0.05603,6.80793494369993,8.03,0.80198,533,7.97,"Short",7
"Kurenai Sanshirou","['Action', 'Martial Arts', 'Sports']","TV","Apr 1969","Sep 1969",1102,0.00056,7.0057890192535,9321,0.57831,9.14013247693269,6.57,0.56106,5719,6.43,"Long",3
"Kuro ga Ita Natsu","['Historical', 'Drama']","Movie","Jun 1990","Jun 1990",610,3e-04,6.4150969591716,10553,0.65475,9.26426021396561,6.53,0.55446,5935,6.39,"Short",2
"Kuro to Kin no Akanai Kagi.","['Romance', 'Josei']","OVA","Feb 2013","May 2013",8092,0.00429,8.9987547694957,4745,0.29437,8.46505743699571,5.73,0.42244,9217,5.59,"Short",2
"Kurogane Communication","['Action', 'Adventure', 'Drama', 'Sci-Fi']","TV","Oct 1998","Mar 1999",4133,0.00218,8.32700074024171,6196,0.3844,8.73182058296211,6.71,0.58416,5043,6.65,"Medium",4
"Kurogane no Linebarrels","['Action', 'Sci-Fi', 'Mecha']","TV","Oct 2008","Mar 2009",36864,0.01967,10.5150178704238,2283,0.1416,7.7336835707759,7,0.63201,3808,6.94,"Medium",3
"Kurogane no Linebarrels Specials","['Action', 'Ecchi', 'Comedy', 'Mecha']","Special","Aug 2009","Nov 2009",4424,0.00233,8.39502555744203,6041,0.37478,8.70649036194662,6.63,0.57096,5444,6.56,"Short",4
"Kuroi Ame ni Utarete","['Slice of Life', 'Historical', 'Drama', 'Seinen']","Movie","Aug 1984","Aug 1984",472,0.00022,6.15909538849193,11129,0.69049,9.31739944426959,5.95,0.45875,8508,5.75,"Short",4
"Kuroi Kikori to Shiroi Kikori","['Fantasy']","Movie","Jul 1956","Jul 1956",487,0.00023,6.19031540585315,11057,0.68603,9.31090942689788,6.09,0.48185,8027,6.08,"Short",1
"Kuroi Kikori to Shiroi Kikori","['Fantasy']","Movie","Jul 1956","Jul 1956",487,0.00023,6.19031540585315,11057,0.68603,9.31090942689788,6.09,0.48185,8027,6.08,"Short",1
"Kurokami The Animation","['Action', 'Super Power', 'Martial Arts', 'Seinen']","TV","Jan 2009","Jun 2009",98110,0.05241,11.4938547697464,1115,0.06912,7.01750614294126,7.21,0.66667,2921,7.16,"Medium",4
"Kurokami: Intermission","['Action', 'Martial Arts', 'Super Power']","Special","Apr 2009","Apr 2009",5566,0.00294,8.62461158818351,5511,0.3419,8.61468281269349,6.68,0.57921,5194,6.63,"Short",3
"Kurokami: Tora to Tsubasa","['Action', 'Super Power', 'Martial Arts', 'Seinen']","Special","Dec 2009","Dec 2009",7791,0.00413,8.96085284532237,4800,0.29778,8.47657950853094,6.92,0.61881,4099,6.86,"Short",4
"Kuroko no Basket","['Comedy', 'School', 'Shounen', 'Sports']","TV","Apr 2012","Sep 2012",614684,0.3285,13.32886522045,89,0.00546,4.49980967033027,8.29,0.84488,240,8.13,"Long",4
"Kuroko no Basket","['Comedy', 'School', 'Shounen', 'Sports']","TV","Apr 2012","Sep 2012",614684,0.3285,13.32886522045,89,0.00546,4.49980967033027,8.29,0.84488,240,8.13,"Long",4
"Kuroko no Basket 2nd Season","['Comedy', 'Sports', 'School', 'Shounen']","TV","Oct 2013","Mar 2014",450574,0.24079,13.018279823861,168,0.01036,5.12989871492307,8.41,0.86469,145,8.27,"Long",4
"Kuroko no Basket 2nd Season","['Comedy', 'Sports', 'School', 'Shounen']","TV","Oct 2013","Mar 2014",450574,0.24079,13.018279823861,168,0.01036,5.12989871492307,8.41,0.86469,145,8.27,"Long",4
"Kuroko no Basket 2nd Season NG-shuu","['Comedy', 'Sports']","Special","Jan 2014","Sep 2014",38046,0.0203,10.5465775165547,2263,0.14036,7.72488843932307,7.86,0.77393,795,7.73,"Short",2
"Kuroko no Basket 2nd Season NG-shuu","['Comedy', 'Sports']","Special","Jan 2014","Sep 2014",38046,0.0203,10.5465775165547,2263,0.14036,7.72488843932307,7.86,0.77393,795,7.73,"Short",2
"Kuroko no Basket 3rd Season","['Comedy', 'Sports', 'School', 'Shounen']","TV","Jan 2015","Jun 2015",382371,0.20434,12.8541492357212,232,0.01433,5.4510384535657,8.46,0.87294,116,8.33,"Long",4
"Kuroko no Basket 3rd Season","['Comedy', 'Sports', 'School', 'Shounen']","TV","Jan 2015","Jun 2015",382371,0.20434,12.8541492357212,232,0.01433,5.4510384535657,8.46,0.87294,116,8.33,"Long",4
"Kuroko no Basket 3rd Season NG-shuu","['Comedy', 'Sports']","Special","Apr 2015","Dec 2015",25448,0.01357,10.1444317284758,2828,0.17542,7.94767857130157,7.83,0.76898,860,7.69,"Short",2
"Kuroko no Basket 3rd Season NG-shuu","['Comedy', 'Sports']","Special","Apr 2015","Dec 2015",25448,0.01357,10.1444317284758,2828,0.17542,7.94767857130157,7.83,0.76898,860,7.69,"Short",2
"Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari","['Sports', 'School', 'Shounen']","Movie","Sep 2016","Sep 2016",18794,0.01001,9.84134615599828,3295,0.20439,8.10046489102936,7.71,0.74917,1132,7.64,"Short",3
"Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e","['Sports', 'School', 'Shounen']","Movie","Oct 2016","Oct 2016",16182,0.00862,9.69171658751689,3562,0.22096,8.17835816560584,7.73,0.75248,1078,7.65,"Short",3
"Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e","['Sports', 'School', 'Shounen']","Movie","Oct 2016","Oct 2016",16171,0.00861,9.69103663076066,3559,0.22077,8.17751582384608,7.73,0.75248,1078,7.65,"Short",3
"Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e","['Sports', 'School', 'Shounen']","Movie","Oct 2016","Oct 2016",16182,0.00862,9.69171658751689,3562,0.22096,8.17835816560584,7.73,0.75248,1078,7.65,"Short",3
"Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou","['Comedy', 'Sports', 'Shounen']","Movie","Dec 2016","Dec 2016",17541,0.00934,9.77235328451133,3426,0.21252,8.13944052187461,7.79,0.76238,936,7.73,"Short",3
"Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou","['Comedy', 'Sports', 'Shounen']","Movie","Dec 2016","Dec 2016",17541,0.00934,9.77235328451133,3426,0.21252,8.13944052187461,7.79,0.76238,936,7.73,"Short",3
"Kuroko no Basket Movie 4: Last Game","['Sports', 'School', 'Shounen']","Movie","Mar 2017","Mar 2017",115255,0.06157,11.6549110202413,988,0.06124,6.89669433162271,8.17,0.82508,359,8.07,"Short",3
"Kuroko no Basket Movie 4: Last Game","['Sports', 'School', 'Shounen']","Movie","Mar 2017","Mar 2017",115255,0.06157,11.6549110202413,988,0.06124,6.89669433162271,8.17,0.82508,359,8.07,"Short",3
"Kuroko no Basket NG-shuu","['Comedy', 'School', 'Shounen', 'Sports']","Special","Jul 2012","Mar 2013",46260,0.02469,10.7420545524995,2000,0.12404,7.60140233458373,7.76,0.75743,1000,7.68,"Short",4
"Kuroko no Basket NG-shuu","['Comedy', 'School', 'Shounen', 'Sports']","Special","Jul 2012","Mar 2013",46260,0.02469,10.7420545524995,2000,0.12404,7.60140233458373,7.76,0.75743,1000,7.68,"Short",4
"Kuroko no Basket: Baka ja Katenai no yo!","['Sports', 'Comedy', 'School', 'Shounen']","OVA","Dec 2013","Dec 2013",38099,0.02033,10.5479695611148,2254,0.1398,7.72090525193678,7.66,0.74092,1247,7.58,"Short",4
"Kuroko no Basket: Last Game NG-shuu","['Comedy', 'Sports', 'Shounen']","Special","Sep 2017","Sep 2017",12056,0.00641,9.39740068311731,4036,0.25037,8.30325712085294,7.85,0.77228,814,7.74,"Short",3
"Kuroko no Basket: Last Game NG-shuu","['Comedy', 'Sports', 'Shounen']","Special","Sep 2017","Sep 2017",12056,0.00641,9.39740068311731,4036,0.25037,8.30325712085294,7.85,0.77228,814,7.74,"Short",3
